2.580456602,0.409669224,1.976335036,2.737245161,1.019580692,1.789976648,2.688915463,2.480555998,1.371502818
1.089008528,0.149070629,1.823282438,2.123671979,0.729764343,1.629769304,2.599892906,1.779746636,1.220484317
1.200847511,0.319677008,1.249760579,1.999967153,0.789989992,1.71983782,2.399997263,1.919820712,1.299999145
1.038647472,0.302946102,1.2001112,1.980000855,0.809882727,1.669918482,2.539808908,1.859977589,1.260176037
1.281575954,0.469836708,1.199740649,1.949955435,0.859910869,1.759379678,2.460436073,1.939817804,1.360279538
1.039605841,0.230003678,1.189114766,1.869710111,0.860537008,1.749956119,2.599539121,1.950342751,1.329626797
1.16859076,0.419928319,1.204048346,1.949035387,0.869844235,1.720143362,2.599659901,1.939470177,1.360757867
1.121544133,0.39011214,1.289853987,2.049963817,0.870024892,1.699752111,2.529774949,1.980001882,1.248476823
1.231378788,0.391820849,1.320045164,2.029754249,0.860246179,1.750283901,2.649455037,1.950136091,1.280097171
1.119519276,0.330008297,1.20004927,2.039708144,0.859411669,1.780598253,2.509887346,1.919954152,1.200445824
1.251549351,0.390007442,1.30961602,2.060152429,0.879480613,1.740401174,2.479751597,1.900060732,1.216561198
1.095326713,0.339268649,1.280894386,1.919514828,0.810552662,1.809252141,2.559926779,1.959983235,1.300340613
1.171503161,0.369915232,1.299916002,2.020044651,0.879948677,1.809843722,2.599910698,2.049844406,1.340514768
1.061439606,0.31006287,1.229839445,2.199930201,0.859931398,1.779992302,2.589838076,1.959917199,1.190440264
1.351117042,0.39039818,1.299802407,2.060047388,0.869752538,1.780013173,2.529908389,1.980175011,1.25987289
1.253474049,0.347515022,1.338160646,2.065913453,0.855257233,1.745941213,2.555780167,1.971320292,1.282638405
